,A,B,compare
19676,1821116203,93779171,0
19677,1240207445,1455110326,1
19678,812732736,13305114,0
19679,1617299797,-1231893896,0
19680,1428581523,1491962622,1
19681,1688410019,-1047121850,0
19682,517845007,674106124,1
19683,621024294,-23646440,0
19684,-1880806834,387689189,1
19685,1257460812,-1077404409,0
19686,814093692,1018982574,1
19687,1167480336,-1460619071,0
19688,-44673650,299472647,1
19689,-933376591,1059420303,1
19690,-1954928494,-715479748,1
19691,-235188219,-422865530,0
19692,-252337279,2046221200,1
19693,216571393,-315696942,0
19694,-736818448,-1345475733,0
19695,-339874362,193525039,1
19696,1863326925,-1493080417,0
19697,-1138029464,-263818194,1
19698,852523796,1576041846,1
19699,1004571859,579820344,0
19700,2129893534,-709682389,0
19701,999593013,1243453206,1
19702,692375226,1071627655,1
19703,-1979153388,-191499159,1
19704,1218826859,697617529,0
19705,-915949107,2035801888,1
19706,-1745021968,-1535334697,1
19707,240128930,-986116674,0
19708,-1332247647,-1217719957,1
19709,63860324,330953813,1
19710,1834825685,-1905286793,0
19711,1089462062,1487100675,1
19712,-1551688389,371846592,1
19713,-1381077774,1573520789,1
19714,-549893842,1525288375,1
19715,1321064574,-1688403704,0
19716,-1166424737,310932177,1
19717,881627565,673207107,0
19718,1460481394,1750979449,1
19719,213237718,-1504391353,0
19720,-1483742948,67163171,1
19721,755994322,-2069960087,0
19722,1430249913,-976080218,0
19723,-2004125734,-800692232,1
19724,-841994570,449236495,1
19725,-1270367716,1019468113,1
19726,-1665295909,321110533,1
19727,-1304016505,-526627056,1
19728,284248360,-95595268,0
19729,-116737382,1283926424,1
19730,-1513669057,-418890744,1
19731,945252921,-2063210853,0
19732,1621015770,1816185873,1
19733,-307351978,821861729,1
19734,-1865528142,-740632905,1
19735,825971646,1935100102,1
19736,613624734,-440022152,0
19737,1679966015,-373556290,0
19738,-1791881943,-2108096735,0
19739,-20771112,-1630619482,0
19740,-1038178129,-1060285267,0
19741,130987244,323693073,1
19742,520753418,-1033471091,0
19743,668325092,-1953328838,0
19744,1483523703,716650454,0
19745,-2097525832,1178161648,1
19746,-1589849082,-716927514,1
19747,610946303,969686767,1
19748,1426187641,-1426441729,0
19749,1977132993,1741788460,0
19750,737106087,811689436,1
19751,1832547760,-1249427022,0
19752,-719432806,-1952365290,0
19753,-1790683766,1466637805,1
19754,1863185261,-349778495,0
19755,2140771433,-638378135,0
19756,-270324920,2008527921,1
19757,-1885944616,1699533770,1
19758,-1920802000,861303374,1
19759,527689166,-502838641,0
19760,301066781,-1337214464,0
19761,176332464,-501093252,0
19762,1683970939,-228635225,0
19763,963025988,1309495663,1
19764,1098824584,-1222789511,0
19765,1653982186,-1172218048,0
19766,-2017293141,-258699576,1
19767,904781145,1392548912,1
19768,-1150230032,1104612513,1
19769,1013790451,-583784178,0
19770,1890632435,-52969554,0
19771,500562647,-4883901,0
19772,1930578214,289911013,0
19773,-2106081552,1967284179,1
19774,683544185,1690870222,1
19775,-405822940,-2103553611,0
19776,2019200093,-856007720,0
19777,668265142,-262346865,0
19778,-32165122,280522761,1
19779,1835013855,604300488,0
19780,792973344,-508505367,0
19781,939407763,-177102418,0
19782,-6521725,1434400619,1
19783,108040671,50699895,0
19784,1932572236,-1410225469,0
19785,1699651592,-66799310,0
19786,-448457110,-87612989,1
19787,1741673576,-180661541,0
19788,-1003002423,1092269160,1
19789,-418475956,648014159,1
19790,759722383,-470319504,0
19791,449603666,-970003840,0
19792,421991540,332954290,0
19793,747424371,-6437143,0
19794,966290784,-543606735,0
19795,-951647554,-889954514,1
19796,302015293,1205463717,1
19797,-1520057522,1887596848,1
19798,-1344137862,-1313932340,1
19799,501886669,-1835532201,0
19800,-2082271698,1109217974,1
19801,267421162,520134179,1
19802,-302468956,-418301955,0
19803,-1785151026,-1800660849,0
19804,-1866913183,650450185,1
19805,-2003289544,1709855759,1
19806,702517508,-197779640,0
19807,1204998874,460760445,0
19808,-1240482292,1456148523,1
19809,-585189008,-75524512,1
19810,-1334586888,-8045834,1
19811,1477452379,-1979584750,0
19812,255839192,-1515160775,0
19813,-916513501,-762891277,1
19814,-415455008,1360661409,1
19815,1038155728,1747099480,1
19816,622322191,664033273,1
19817,-1694600813,-1233492997,1
19818,1354081453,1034266066,0
19819,1228341163,-268786510,0
19820,189799028,-1369685824,0
19821,-528882035,952777410,1
19822,-1634767620,161443839,1
19823,-1260611124,603695750,1
19824,-1978127419,687752872,1
19825,1227467418,-569217493,0
19826,677787877,-1565465249,0
19827,-886648056,1408934115,1
19828,787278044,2121955465,1
19829,-2104548045,-784309999,1
19830,312080245,-1714201990,0
19831,849531754,1005064047,1
19832,1363461013,572411244,0
19833,-229976989,1713138958,1
19834,-747351498,-2111189500,0
19835,90172242,1382481936,1
19836,1175352709,-1892501475,0
19837,-1793339999,775588613,1
19838,1623378700,-1975985973,0
19839,-403509068,352363251,1
19840,1666059818,-715753213,0
19841,-1632793083,-1744660258,0
19842,1901131238,-1002570440,0
19843,866603456,-1439800201,0
19844,-2058255025,163051528,1
19845,-1756495716,-779505343,1
19846,-1505552201,739510475,1
19847,40563194,-1786964857,0
19848,156450247,-1110838941,0
19849,393647909,-1799855897,0
19850,-1022076050,-811003065,1
19851,-1628201415,441874282,1
19852,1897610163,1948440973,1
19853,-1602155337,504309550,1
19854,-1585907781,426143678,1
19855,-874987958,964687726,1
19856,166908386,94471150,0
19857,1053961610,-112201008,0
19858,383149820,-1876827579,0
19859,-834439533,-1616291854,0
19860,-1088301603,1034646670,1
19861,1945980747,-1369472118,0
19862,-1037424602,-1250066623,0
19863,-895319965,-1886048312,0
19864,1125827123,1721162440,1
19865,1092192628,-1381632735,0
19866,282744673,387947921,1
19867,-1332342990,-909310066,1
19868,2015447073,-2001013001,0
19869,410071765,-372230702,0
19870,191526444,1538316736,1
19871,-1719283539,-1518760101,1
19872,307985776,346472747,1
19873,1393248627,1094206401,0
19874,86740073,512013727,1
19875,682823466,80164987,0
19876,941533740,1069652198,1
19877,-1759614767,1700605484,1
19878,1229720523,-90071255,0
19879,-2120801235,-834975827,1
19880,1166879052,-2097002597,0
19881,1361634651,250620859,0
19882,1300947298,-870810160,0
19883,581925465,-135061363,0
19884,2104868443,1670437844,0
19885,-106030539,1191748136,1
19886,318286567,90133056,0
19887,591815940,-381537404,0
19888,-836659486,-1901212720,0
19889,589335307,-2129439125,0
19890,-1178620281,-85061402,1
19891,868777147,2111060505,1
19892,1885393111,-93825143,0
19893,1006770881,-317024050,0
19894,714278304,-80627091,0
19895,-604005373,-1408314870,0
19896,112372946,-1883131017,0
19897,1212317947,572875446,0
19898,-967992763,-1735858218,0
19899,-779582122,-1958613778,0
19900,1330292084,-698457409,0
19901,-134380627,1958175381,1
19902,-1354658652,-1713490869,0
19903,818744870,-403553079,0
19904,-959043272,1332270493,1
19905,-766038302,413049587,1
19906,-966367460,2035922307,1
19907,-965387890,-616114718,1
19908,-236195247,-1521759094,0
19909,398007593,195855458,0
19910,1241689376,-1891997812,0
19911,-1155377095,-1950245759,0
19912,1175780121,-678160951,0
19913,1188700394,-1948414193,0
19914,-1829922646,1570938750,1
19915,356290619,712535172,1
19916,432194350,-2082831609,0
19917,1017982510,193819806,0
19918,759605792,1115278743,1
19919,1625459026,-1535496690,0
19920,-1151995762,1953343129,1
19921,-477518767,-1593819725,0
19922,-1137883370,-461427989,1
19923,1502945356,2046378622,1
19924,-1826152264,1932005589,1
19925,462647110,-68017205,0
19926,355474204,1034847482,1
19927,-144815243,-894760036,0
19928,-2032969800,-1332759190,1
19929,-641141234,-497664007,1
19930,792100855,-1634282122,0
19931,1946405913,126651479,0
19932,1320630917,-1813692588,0
19933,-257291887,1989694239,1
19934,-1224707465,122446136,1
19935,-1252155731,-39011349,1
19936,-696564253,-515338679,1
19937,-1569226302,-160612916,1
19938,-1346320341,-1743902895,0
19939,-1048515927,-150725456,1
19940,390671056,656533359,1
19941,590010527,-1402836389,0
19942,-483358716,-1863662632,0
19943,1319762518,-1338343421,0
19944,-317393130,761540737,1
19945,660960514,-1608989347,0
19946,-503791577,-699439574,0
19947,-942868206,-59469079,1
19948,-1325855103,1214290536,1
19949,-1771061777,1856471119,1
19950,-2062378344,423350006,1
19951,688025346,893772139,1
19952,-2056519030,1985485747,1
19953,1150865593,-1639490632,0
19954,-1232910050,-414808117,1
19955,-1962775548,1560587257,1
19956,1267912592,-258237577,0
19957,-1818394101,-2092755922,0
19958,-915743442,-359465871,1
19959,157720495,403357835,1
19960,-1153951785,-1784647537,0
19961,446472920,-705572296,0
19962,1232173587,-592931420,0
19963,898201451,1292301432,1
19964,-523163106,1419662247,1
19965,1709327225,1924926401,1
19966,959203396,386850855,0
19967,384774859,-686976090,0
19968,-1145997299,-1181585022,0
19969,-1961477810,426894658,1
19970,252438053,-532073233,0
19971,616408614,-1560495613,0
19972,-1892250863,-812669889,1
19973,-1112819808,-801545315,1
19974,1157226769,-1224077337,0
19975,2829814,998314510,1
19976,-1026272119,1395552986,1
19977,-1562697962,-1274649509,1
19978,-495092730,-2137495589,0
19979,330750205,1602749110,1
19980,-1642545604,1814722029,1
19981,-994575448,1621134728,1
19982,1861842391,539107375,0
19983,1887362672,-385552834,0
19984,-461944697,76522871,1
19985,2018625520,2132054370,1
19986,1043981521,-407727558,0
19987,-438085348,-2002334562,0
19988,-882259553,891527326,1
19989,112306245,-1748018361,0
19990,735664490,-412947907,0
19991,-2108848806,478553281,1
19992,66089970,-405008700,0
19993,411616490,-1834400701,0
19994,1538828322,1586387687,1
19995,2023266472,-1764450906,0
19996,-928984155,-546332809,1
19997,538423550,967220023,1
19998,-367539435,-15572180,1
19999,-907382970,1763606992,1
20000,-402609826,676369060,1
20001,-742415859,-1507299697,0
20002,1269731039,-1523950178,0
20003,-133049600,-320063303,0
20004,1871865446,-583430376,0
20005,-480410236,-1418607114,0
20006,1776762519,371013684,0
20007,-1269481317,-682002501,1
20008,-1094223920,2119680227,1
20009,733435899,-1226257146,0
20010,-1285490766,1209576877,1
20011,118717831,-1635565050,0
20012,-2117445722,-2063249320,1
20013,1977761118,-984397940,0
20014,114888752,-1043033950,0
20015,-2117051495,109943105,1
20016,2084803710,-521593384,0
20017,-112297798,-1398282039,0
20018,1917484521,2075953719,1
20019,-1353500196,2111378548,1
20020,1334600348,1311262916,0
20021,-459786488,-638671409,0
20022,-1226123255,1922960996,1
20023,2024082889,-1385759042,0
20024,-1696138744,-2106558233,0
20025,-138175396,786867307,1
20026,2077020409,-342864481,0
20027,-1771815023,-2118381149,0
20028,1803726618,448175971,0
20029,-2119257075,1418144642,1
20030,1656022148,873086613,0
20031,-549322747,1675195300,1
20032,-670053673,757847847,1
20033,1237457755,2016921958,1
20034,-1859289623,1219792248,1
20035,1954161480,-1595340421,0
20036,1574586809,1115667638,0
20037,-997685097,1105148777,1
20038,811337892,-1712987065,0
20039,513064910,-901063393,0
20040,1563090726,-1289442488,0
20041,-1139284554,-537453481,1
20042,1234899816,1278848814,1
20043,-409749187,173853935,1
20044,1001768925,-297223758,0
20045,2106952471,1716846280,0
20046,-975712976,-889230647,1
20047,-370430082,556532043,1
20048,-922917337,1708857271,1
20049,-446172210,-167815069,1
20050,-1956047316,-555335170,1
20051,1997343138,701651123,0
20052,70012405,-1011802306,0
20053,-138359401,-981333104,0
20054,1108936794,635932029,0
20055,-1929590718,1793221458,1
20056,1419218436,656807335,0
20057,-1930386645,-2027950761,0
20058,365407914,385321426,1
20059,-1832571276,272971915,1
20060,-22302112,402944402,1
20061,35162964,519141241,1
20062,-926899736,2092681736,1
20063,509063997,496224038,0
20064,1990700820,138939430,0
20065,589106170,-832998193,0
20066,2087547157,-1485288937,0
20067,-262396785,1138766088,1
20068,1737686667,-994395735,0
20069,-1645623493,-109283320,1
20070,-1074349926,1643652625,1
20071,1526388258,1496517279,0
20072,1025866128,1870217874,1
20073,1751127005,-1334603190,0
20074,749112962,1370221071,1
20075,-932322921,1165452298,1
20076,-331653141,-1277846920,0
20077,-617793705,264848652,1
20078,-408076735,581864113,1
20079,-407453855,948042891,1
20080,476405519,-2088245906,0
20081,-1892923506,-1896767063,0
20082,-910920172,1201865742,1
20083,914835834,-1345446369,0
20084,-923375521,-650138405,1
20085,286351391,1179806149,1
20086,-1406610066,908468327,1
20087,-514295551,-2023474350,0
20088,-725058177,1797567140,1
20089,203891044,2074563380,1
20090,1780193425,435962654,0
20091,-58160939,278508558,1
20092,2119446805,357794248,0
20093,1646087682,755128770,0
20094,-337547689,-798691502,0
20095,-1289546524,1941837523,1
20096,1255221973,828085966,0
20097,-1062053610,1971130979,1
20098,-1687050598,-1359338363,1
20099,-1113222045,-931312219,1
20100,1103559222,-170509453,0
20101,-919015417,1273189164,1
20102,969789419,1464152768,1
20103,905473732,965744196,1
20104,919654283,-1686422684,0
20105,23737010,2046887660,1
20106,1062421012,752991000,0
20107,-1481599430,-155243339,1
20108,-942758671,-738583672,1
20109,298880593,988952641,1
20110,1095291622,-1274844473,0
20111,1012539945,-1129292855,0
20112,1844456010,526289289,0
20113,-655705826,-1209677657,0
20114,-548514343,705310548,1
20115,-604593472,-2056358610,0
20116,166241810,97637217,0
20117,733312975,328621937,0
20118,1175139182,1498284743,1
20119,1024473878,-265013712,0
20120,-183814612,1605416773,1
20121,-1228890632,-1514353475,0
20122,-1341350413,-2050876606,0
20123,-949355305,-1671265454,0
20124,361626134,-1533902367,0
20125,1541827140,-1431227268,0
20126,-1796515284,985709818,1
20127,-1457762131,-493053692,1
20128,-1051505078,1372639354,1
20129,-388002429,700726831,1
20130,-983410670,-636368992,1
20131,514510060,491122001,0
20132,-791946823,1962747815,1
20133,631873062,-2119045715,0
20134,-1470296880,-1447241041,1
20135,2045341400,571989845,0
20136,724693705,1768858483,1
20137,1475028173,-723084694,0
20138,215016581,2111731724,1
20139,1353741689,-905669201,0
20140,-770916590,-1685141623,0
20141,-1480376799,673249504,1
20142,70445507,-1063404789,0
20143,-2137397135,-1074301205,1
20144,-608194730,442048132,1
20145,-719222696,807155644,1
20146,1934293689,168254880,0
20147,1686604288,-1702085701,0
20148,-1879399569,-379755868,1
20149,1710560068,-1711689352,0
20150,-140444544,654273066,1
20151,1761950715,-1016256397,0
20152,-362182744,-358179393,1
20153,-677718,1537580283,1
20154,850922834,-1381758493,0
20155,1875358523,-1694578916,0
20156,-1028521672,-1932320454,0
20157,775340,1671596714,1
20158,2005924165,-129012287,0
20159,-2127918660,383526879,1
20160,-1343148350,-1459907100,0
20161,1356231260,-1593524213,0
20162,797881759,2084582240,1
20163,-1214746943,-362430719,1
20164,-1077757731,-1347821311,0
20165,-2007610261,-275855414,1
20166,999229038,876317647,0
20167,979390422,1321680303,1
20168,881580831,180489619,0
20169,504988650,646553772,1
20170,1336993229,670194001,0
20171,2113593830,-1327452816,0
20172,508071395,419747957,0
20173,-421202144,-1550277374,0
20174,-1246717501,-1292881463,0
20175,365487507,-1759906529,0
20176,-2070020912,-418067425,1
20177,-1152579929,-576428218,1
20178,-1943176926,1791992054,1
20179,879691960,-586427735,0
20180,-442143166,-1790107525,0
20181,-1144833818,1887752094,1
20182,-718045707,2114758649,1
20183,-1459238970,-831141509,1
20184,1456412645,184806756,0
20185,-1885492099,-1780309754,1
20186,-1702493284,-1642755955,1
20187,-219664909,370582836,1
20188,1478977671,149012354,0
20189,-2015548820,1828729099,1
20190,243188903,-2050571554,0
20191,253270378,1383046280,1
20192,-1521676964,859413827,1
20193,-1036337287,-25537360,1
20194,-1416074286,-85479606,1
20195,-1880821658,-157720423,1
20196,232276809,21207726,0
20197,-1034087609,2048834816,1
20198,-1108790225,-1117090037,0
20199,-2070726407,251427187,1
20200,1959093397,1661871178,0
20201,-1774904225,1115609389,1
20202,1745366577,-1733966125,0
20203,220424839,1131870367,1
20204,-1737425711,-1974550325,0
20205,-32732416,-701657466,0
20206,1636473006,-1600260445,0
20207,-546823699,-212882561,1
20208,1584696149,1000947365,0
20209,-1887385940,-1835677084,1
20210,236459893,1189746403,1
20211,-13603468,-1726851790,0
20212,-1432656513,415310538,1
20213,-2062939464,-302519966,1
20214,418336400,634831322,1
20215,290304264,1238860426,1
20216,1813115591,1342326140,0
20217,730205203,-558358701,0
20218,-1794891966,-1728858503,1
20219,-1173873959,542303683,1
20220,1161344496,-1254394154,0
20221,1267266785,-1281551440,0
20222,904128217,1165530779,1
20223,-1083720207,-1464553381,0
20224,1325221660,-607718584,0
20225,-10741950,1313735529,1
20226,-793131371,1703083014,1
20227,859940107,1171944524,1
20228,-705383843,-1983363758,0
20229,-1230738123,493557913,1
20230,-1756041055,1129672354,1
20231,1228908679,-1112630239,0
20232,1435329873,-615681241,0
20233,-721273997,-673474159,1
20234,-1482610016,194965387,1
20235,927910731,-130965991,0
20236,1496100114,2067199604,1
20237,1747332946,-2146416054,0
20238,-1616324341,-542718444,1
20239,-269389103,-1333899083,0
20240,1334261167,-2041018533,0
20241,-599019496,456742137,1
20242,-1266149483,897692508,1
20243,1260611502,755447887,0
20244,809944480,696141979,0
20245,1697293040,1828928566,1
20246,1352897890,-1494772061,0
20247,-1054266535,1703023141,1
20248,-1403553194,466804167,1
20249,536783736,-1178728953,0
20250,-1392989821,-899893848,1
